participant,item,explain,purpose,cause,condition,sex,race,age
151,polarbear,warmth,1,0,between,male,white / european-american,40
151,rabbits,because of the habitat,0,0,between,male,white / european-american,40
151,wolves,for feeding on flesh,1,0,between,male,white / european-american,40
152,herons,because they catch and eat fish instead of bugs and worms.,0,0,between,female,white / european-american,44
152,polarbear,because they live in the snow and the fur color helps them blend in in their environment.,1,0,between,female,white / european-american,44
152,rabbits,to protect them when they hop.,1,0,between,female,white / european-american,44
152,wolves,because they are carnivores who eat animals and they need sharp teeth for survival.,1,0,between,female,white / european-american,44
153,herons,the food they hunt require larger beaks,1,0,between,male,asian / asian-american,29
153,polarbear,to better blend in with the snow,1,0,between,male,asian / asian-american,29
153,rabbits,rabbits need to walk quietly,1,0,between,male,asian / asian-american,29
153,wolves,wolves have shaper due to their hunting and eating habits requiring it,1,0,between,male,asian / asian-american,29
